,0
2387,funeral
2388,fool
2389,fond
2390,flute
2391,flow
2392,fitting
2393,favourite
2394,execute
2395,establish
2396,er
2397,enmity
2398,eager
2399,dying
2400,drawing
2401,dramatic
2402,disobeys
2403,dishonoured
2404,difficulties
2405,development
2406,designed
2407,demand
2408,declares
2409,declared
2410,dawn
2411,cubed
2412,coward
2413,consequences
2414,confused
2415,compulsion
2416,comedy
2417,choosing
2418,caught
2419,capacity
2420,break
2421,blamed
2422,beheld
2423,attainment
2424,attached
2425,appetites
2426,agamemnon
2427,afford
2428,adopted
2429,adopt
2430,acquisition
2431,absurd
2432,absent
2433,”
2434,wrongs
2435,weapons
2436,utility
2437,unworthy
2438,uncertain
2439,trials
2440,thrown
2441,theatre
2442,tested
2443,supplied
2444,statue
2445,statesmen
2446,stages
2447,sober
2448,sin
2449,sights
2450,secondary
2451,satisfy
2452,safe
2453,rhetorical
2454,representation
2455,reformation
2456,purified
2457,pupils
2458,proves
2459,proportions
2460,propitiated
2461,prizes
2462,preside
2463,politicians
2464,permanent
2465,occupations
2466,occupation
2467,obtained
2468,myth
2469,mouth
2470,married
2471,lusts
2472,justified
2473,iv
2474,irony
2475,internal
2476,induced
2477,increasing
2478,impossibility
2479,imposed
2480,iii
2481,ii
2482,hopes
2483,hearts
2484,hearers
2485,happened
2486,growing
2487,granted
2488,gorgias
2489,forgive
2490,finished
2491,fell
2492,fast
2493,falling
2494,expedition
2495,evident
2496,enforced
2497,educate
2498,easier
2499,drinks
2500,doubtless
2501,distant
2502,disorders
2503,dialectical
2504,detected
2505,deities
2506,deceased
2507,debts
2508,date
2509,damage
2510,cut
2511,cured
2512,credit
2513,craftsmen
2514,corrupt
2515,convivial
2516,conviction
2517,continued
2518,content
2519,contend
2520,constantly
2521,consist
2522,consecrated
2523,conform
2524,conceit
2525,commands
2526,column
2527,cobbler
2528,circumstance
2529,ceased
2530,cares
2531,bridegroom
2532,borders
2533,belonging
2534,believing
2535,begotten
2536,bears
2537,badness
2538,attended
2539,attaining
2540,ascend
2541,artists
2542,arrange
2543,armour
2544,appearances
2545,amusements
2546,ambitious
2547,allusion
2548,allegory
2549,affect
2550,aeschylus
2551,admits
2552,actually
2553,accompanied
2554,‘what
2555,‘he
2556,—that
2557,ye
2558,winged
2559,wickedness
2560,white
2561,voices
2562,vessel
2563,verses
2564,uttered
2565,tree
2566,transferred
2567,traditions
2568,trader
2569,throwing
2570,thrice
2571,thither
2572,thief
2573,tended
2574,superintend
2575,suddenly
2576,studied
2577,students
2578,stripes
2579,straight
2580,steed
2581,steals
2582,spectator
2583,specially
2584,sorrows
2585,somewhat
2586,silent
2587,severe
2588,seeks
2589,scene
2590,savage
2591,safety
2592,runs
2593,ruled
2594,rising
2595,rights
2596,reproach
2597,remind
2598,relatives
2599,registered
2600,regarding
2601,referring
2602,recourse
2603,reckoned
2604,reading
2605,raising
2606,races
2607,quickly
2608,puts
2609,prohibited
2610,proclamation
2611,prison
2612,pleased
2613,pindar
2614,personal
2615,permission
2616,pericles
2617,partake
2618,parable
2619,palm
2620,painful
2621,objections
2622,mystery
2623,mutual
2624,morning
2625,monstrous
2626,minos
2627,mingled
2628,metre
2629,meats
2630,lycurgus
2631,loving
2632,looked
2633,lawful
2634,kin
2635,judging
2636,jealous
2637,isocrates
2638,introducing
2639,interpreter
2640,inner
2641,ingenious
2642,increased
2643,impulse
2644,imitating
2645,hurtful
2646,greece
2647,gradually
2648,governors
2649,gifted
2650,fruit
2651,founded
2652,forgetfulness
2653,faint
2654,failed
2655,exhibited
2656,ethical
2657,essential
2658,enjoy
2659,doubtful
2660,disorderly
2661,disappeared
2662,dignity
2663,devoted
2664,destiny
2665,deserve
2666,depends
2667,denied
2668,democratical
2669,defeated
2670,deeply
2671,dedicated
2672,deceive
2673,decay
2674,cube
2675,creations
2676,count
2677,convenient
2678,contains
2679,conquer
2680,connection
2681,commensurable
2682,cnosians
2683,clever
2684,ceremonies
2685,capital
2686,candidates
2687,border
2688,bonds
2689,begun
2690,begetting
2691,assertion
2692,ascribed
2693,applies
2694,apparently
2695,another’s
2696,adding
2697,ability
2698,‘you
2699,‘that
2700,—he
2701,youthful
2702,wrath
2703,worn
2704,wood
2705,wisest
2706,wide
2707,visited
2708,vessels
2709,verily
2710,unseen
2711,unrighteous
2712,unmeaning
2713,troubles
2714,treat
2715,touches
2716,terror
2717,teaches
2718,suffers
2719,suffered
2720,succeeded
2721,substance
2722,strongly
2723,strings
2724,striking
2725,strictly
2726,start
2727,spent
2728,sooner
2729,sketch
2730,sisters
2731,shield
2732,setting
2733,seller
2734,seed
2735,saviours
2736,saviour
2737,returning
2738,replies
2739,remedies
2740,rejected
2741,recognized
2742,purposes
2743,provision
2744,proving
2745,propriety
2746,prophets
2747,producing
2748,procreation
2749,privileges
2750,prescribed
2751,preparation
2752,possessor
2753,poem
2754,player
2755,pictures
2756,perfected
2757,outward
2758,orator
2759,omission
2760,oligarch
2761,obliged
2762,measures
2763,majority
2764,luxurious
2765,losing
2766,lion
2767,lighter
2768,licence
2769,learns
2770,laughter
2771,laughing
2772,lasting
2773,lachesis
2774,involuntarily
2775,introduces
2776,intemperance
2777,instances
2778,insatiable
2779,inherited
2780,inherent
2781,implements
2782,imitated
2783,household
2784,hot
2785,hill
2786,height
2787,hateful
2788,harbours
2789,happier
2790,grave
2791,grandfather
2792,glad
2793,gentlemen
2794,gentleman
2795,fought
2796,formerly
2797,flesh
2798,fifteen
2799,favourable
2800,fanciful
2801,extending
2802,expressions
2803,experienced
2804,enthusiasm
2805,entertained
2806,entertain
2807,enslave
2808,employment
2809,effects
2810,drunken
2811,dissolution
2812,disputes
2813,dislike
2814,devised
2815,desirable
2816,descendants
2817,descend
2818,demigods
2819,deliver
2820,delighted
2821,deficient
2822,curable
2823,cultivation
2824,cry
2825,creative
2826,convince
2827,continuance
2828,considers
2829,confidence
2830,concerns
2831,comprehended
2832,completely
2833,commonwealth
2834,close
2835,civilization
2836,changing
2837,bold
2838,banish
2839,attack
2840,athletes
2841,arising
2842,approval
2843,anaxagoras
2844,altars
2845,allowing
2846,affections
2847,admitting
2848,achaeans
2849,accepted
2850,abode
2851,‘but
2852,wit
2853,wiser
2854,weary
2855,wealthy
2856,victims
2857,victim
2858,veil
2859,vast
2860,usual
2861,uneducated
2862,tie
2863,threaten
2864,tedious
2865,sympathy
2866,symp
2867,suspicion
2868,surprised
2869,suggests
2870,sufferings
2871,stay
2872,sports
2873,spirits
2874,sophocles
2875,solids
2876,solemn
2877,soft
2878,sins
2879,simonides
2880,sentiments
2881,sells
2882,selling
2883,seeds
2884,season
2885,scattered
2886,satisfactory
2887,robbers
2888,returned
2889,restored
2890,requiring
2891,rep
2892,remnant
2893,rejoice
2894,reject
2895,reign
2896,refusing
2897,refrain
2898,referred
2899,reader
2900,ratio
2901,quantity
2902,purgation
2903,purely
2904,providing
2905,protected
2906,prosperity
2907,procedure
2908,probable
2909,priest
2910,presiding
2911,prepared
2912,prepare
2913,precise
2914,pre
2915,practising
2916,potion
2917,plenty
2918,players
2919,persuading
2920,partakes
2921,pair
2922,painting
2923,owes
2924,opponent
2925,olympic
2926,offerings
2927,odysseus
2928,occupied
2929,nine
2930,modesty
2931,mightiest
2932,messene
2933,mentioning
2934,mathematician
2935,maintains
2936,lowest
2937,loses
2938,kai
2939,ix
2940,invisible
2941,interpretation
2942,interesting
2943,inscribed
2944,infancy
2945,indulge
2946,indolence
2947,inconsistency
2948,implanted
2949,imparted
2950,immediately
2951,imitators
2952,imitates
2953,illustrations
2954,illusion
2955,hymn
2956,honouring
2957,homeric
2958,genuine
2959,generations
2960,functions
2961,freely
2962,fourthly
2963,founders
2964,flattery
2965,fined
2966,field
2967,fashions
2968,fain
2969,extremity
2970,extended
2971,expressive
2972,events
2973,evening
2974,estimate
2975,envy
2976,enquiring
2977,endurance
2978,employ
2979,egyptians
2980,drone
2981,drachmas
2982,dominion
2983,diviner
2984,distinctly
2985,discretion
2986,disagreeable
2987,direct
2988,determining
2989,despise
2990,deserving
2991,deserves
2992,deposit
2993,dependent
2994,delights
2995,definite
2996,defects
2997,deceit
2998,de
2999,curse
3000,cultivated
3001,cruel
3002,crowned
3003,crown
3004,critias
3005,converted
3006,construction
3007,conscious
3008,conceptions
3009,communism
3010,commanded
3011,combine
3012,combinations
3013,camp
3014,calm
3015,buried
3016,bride
3017,breaks
3018,boy
3019,blessing
3020,beget
3021,battles
3022,assumed
3023,assistance
3024,arrives
3025,arbiters
3026,apparent
3027,alternative
3028,altar
3029,agrees
3030,admirable
3031,acquaintance
3032,abstinence
3033,absorbed
3034,‘they
3035,‘no
3036,—and
3037,whoever
3038,weight
3039,watched
3040,village
3041,victors
3042,vicious
3043,vices
3044,vi
3045,valour
3046,utopia
3047,unjustly
3048,trust
3049,treasure
3050,traders
3051,town
3052,title
3053,till
3054,thieves
3055,thesis
3056,terrors
3057,tame
3058,table
3059,surface
3060,superintendence
3061,sung
3062,suggest
3063,streams
3064,stock
3065,stamp
3066,st
3067,squared
3068,slays
3069,situation
3070,signs
3071,sentences
3072,sensual
3073,schools
3074,sanction
3075,sale
3076,sad
3077,revelation
3078,retain
3079,resemblances
3080,reputed
3081,repeating
3082,remembered
3083,remarked
3084,release
3085,recognise
3086,rebuke
3087,realities
3088,reaction
3089,range
3090,qualified
3091,pythagoreans
3092,purple
3093,purity
3094,pupil
3095,publicly
3096,proclaim
3097,prisoners
3098,preliminary
3099,prefers
3100,precepts
3101,powerful
3102,possesses
3103,pleasantest
3104,playing
3105,placing
3106,pitied
3107,performed
3108,owners
3109,ordering
3110,oppose
3111,opponents
3112,operate
3113,offenders
3114,nurse
3115,notice
3116,nonsense
3117,ninth
3118,models
3119,miserly
3120,minute
3121,methods
3122,meetings
3123,makers
3124,maintaining
3125,lyric
3126,loved
3127,lips
3128,lines
3129,limbs
3130,kinsman
3131,keeps
3132,keen
3133,instant
3134,inseparable
3135,injure
3136,indulges
3137,indict
3138,indicated
3139,impress
3140,imagines
3141,husbandry
3142,humanity
3143,host
3144,highly
3145,hesitation
3146,herald
3147,hated
3148,happily
3149,gymnasia
3150,governing
3151,forming
3152,forces
3153,forbidding
3154,flatterers
3155,firmly
3156,fancying
3157,extremes
3158,extravagance
3159,explaining
3160,expiration
3161,executed
3162,enjoyment
3163,enactment
3164,enact
3165,embodied
3166,egyptian
3167,east
3168,earliest
3169,dwells
3170,dreadful
3171,draught
3172,doubts
3173,disputed
3174,discussions
3175,differs
3176,diet
3177,detail
3178,deprive
3179,departed
3180,demi
3181,deeper
3182,declaring
3183,deception
3184,darius
3185,customary
3186,contrive
3187,continuous
3188,contention
3189,constructed
3190,constituted
3191,consciousness
3192,composite
3193,compete
3194,compares
3195,comparative
3196,commencement
3197,comic
3198,citizenship
3199,chiefs
3200,charges
3201,chaos
3202,cavalry
3203,buying
3204,brethren
3205,branches
3206,bids
3207,bid
3208,beg
3209,beds
3210,axis
3211,auxiliaries
3212,attempting
3213,atropos
3214,assured
3215,associated
3216,assigning
3217,aspiration
3218,arguing
3219,admission
3220,acquainted
3221,accused
3222,accidental
3223,abundance
3224,‘to
3225,‘not
3226,—i
3227,yourselves
3228,wrongly
3229,wolves
3230,wills
3231,whorl
3232,whither
3233,wax
3234,walking
3235,visit
3236,violation
3237,vii
3238,vacant
3239,universals
3240,understands
3241,trees
3242,tragedians
3243,touched
3244,thucydides
3245,throws
3246,thirteen
3247,thinkers
3248,thank
3249,tempers
3250,systems
3251,syssitia
3252,swiftness
3253,sureties
3254,success
3255,strife
3256,streets
3257,storm
3258,stings
3259,speculative
3260,smallest
3261,size
3262,sign
3263,shorter
3264,sets
3265,serving
3266,series
3267,sending
3268,saving
3269,sanctioned
3270,sailor
3271,sacrilege
3272,rough
3273,root
3274,room
3275,rogue
3276,ring
3277,rhetorician
3278,retains
3279,rests
3280,respective
3281,resemble
3282,resemblance
3283,repose
3284,render
3285,relate
3286,refused
3287,reasonably
3288,quiet
3289,purify
3290,provisions
3291,protect
3292,prophetic
3293,prohibition
3294,produces
3295,preserves
3296,presented
3297,plant
3298,performance
3299,perceived
3300,ordained
3301,omit
3302,omen
3303,offers
3304,occurring
3305,observing
3306,noted
3307,necessities
3308,necessaries
3309,narrow
3310,narration
3311,mountains
3312,mob
3313,mixture
3314,mistress
3315,mingling
3316,mine
3317,medium
3318,meaner
3319,manage
3320,maiden
3321,madman
3322,lust
3323,low
3324,literally
3325,liked
3326,lets
3327,lamentation
3328,labours
3329,keeper
3330,issue
3331,island
3332,inward
3333,intoxication
3334,instituted
3335,insists
3336,injures
3337,infant
3338,includes
3339,incline
3340,inanimate
3341,impart
3342,idle
3343,hurts
3344,horseback
3345,holiness
3346,hidden
3347,heavier
3348,healing
3349,guidance
3350,grasshoppers
3351,grapes
3352,gracious
3353,gladly
3354,fractions
3355,fountains
3356,fountain
3357,foreigner
3358,feels
3359,feed
3360,fearless
3361,fame
3362,failing
3363,extravagant
3364,explains
3365,exiles
3366,exclusive
3367,excluded
3368,exactness
3369,etc
3370,err
3371,entered
3372,enslaved
3373,eminent
3374,eighteen
3375,ebook
3376,drunkenness
3377,drunk
3378,drachma
3379,doubled
3380,dividing
3381,divert
3382,dislikes
3383,discredit
3384,discoursing
3385,died
3386,devise
3387,despised
3388,deserted
3389,demands
3390,declining
3391,creates
3392,contempt
3393,consistency
3394,conclusions
3395,concern
3396,competitors
3397,communicate
3398,clotho
3399,chose
3400,choral
3401,chastise
3402,chariot
3403,characteristics
3404,censures
3405,ceases
3406,cave
3407,carefully
3408,burden
3409,breast
3410,breadth
3411,boldly
3412,benefits
3413,beneficial
3414,beholds
3415,bastard
3416,bacon
3417,audience
3418,attributes
3419,attains
3420,associate
3421,ariston
3422,argues
3423,approves
3424,applications
3425,affirms
3426,affinity
3427,adequately
3428,adds
3429,accord
3430,accompany
3431,absurdity
3432,—in
3433,—first
3434,willingly
3435,whichever
3436,wheel
3437,weeping
3438,web
3439,warm
3440,waking
3441,voting
3442,upward
3443,unpunished
3444,unlawful
3445,undergone
3446,twofold
3447,tries
3448,trainer
3449,tone
3450,tim
3451,throne
3452,theology
3453,territory
3454,teeth
3455,tax
3456,tastes
3457,tactics
3458,tablet
3459,swift
3460,swear
3461,surrounding
3462,surprising
3463,supposition
3464,suicidal
3465,sufferer
3466,sudden
3467,stricken
3468,steal
3469,starting
3470,stands
3471,spoil
3472,spiritual
3473,spending
3474,speedily
3475,sources
3476,softness
3477,smite
3478,similarity
3479,sickness
3480,showed
3481,seldom
3482,seal
3483,sacredness
3484,rock
3485,reserved
3486,representative
3487,rendered
3488,remote
3489,reminded
3490,remembrance
3491,reflecting
3492,reconcile
3493,recognizes
3494,recall
3495,pythian
3496,pursuing
3497,puppet
3498,punishes
3499,pull
3500,proceeded
3501,problems
3502,preludes
3503,praying
3504,positive
3505,perplexity
3506,patients
3507,paths
3508,partially
3509,partial
3510,owe
3511,ordains
3512,opening
3513,olympian
3514,oldest
3515,offend
3516,obeys
3517,nursing
3518,numberless
3519,naval
3520,myriads
3521,morals
3522,metaphysical
3523,message
3524,merchants
3525,maxims
3526,material
3527,manhood
3528,managed
3529,males
3530,magnificence
3531,loose
3532,longest
3533,licentiousness
3534,legitimate
3535,lamentations
3536,kingdoms
3537,kindly
3538,killed
3539,jealousy
3540,irregular
3541,invited
3542,intolerable
3543,intimate
3544,intelligent
3545,instructed
3546,instinct
3547,inspire
3548,innovation
3549,infinitely
3550,inferiority
3551,indolent
3552,inclines
3553,impunity
3554,imprisonment
3555,imperfectly
3556,humour
3557,hindered
3558,hinder
3559,hestia
3560,hesitate
3561,heroic
3562,hephaestus
3563,hates
3564,handle
3565,guards
3566,gently
3567,fundamental
3568,fraud
3569,framing
3570,flowing
3571,flocks
3572,flock
3573,flatter
3574,fines
3575,finer
3576,figs
3577,fierce
3578,festive
3579,females
3580,feasts
3581,faction
3582,explanations
3583,expeditions
3584,exiled
3585,excited
3586,exceeds
3587,evidently
3588,europe
3589,enters
3590,enquiries
3591,endured
3592,ending
3593,encouraged
3594,elections
